original_configID,selected_configID,time
359be14b5d1247d35fd8ed69bcd413de866ecb2b72b0f8d18cf348c52f0c6681,e937ef5942f1ee0b5ed839b99e66fdcc7aa2bf96fa35407e710b02f9d03d07c0,2023-06-26T10:13:09.613
e937ef5942f1ee0b5ed839b99e66fdcc7aa2bf96fa35407e710b02f9d03d07c0,82ce8a5088248a768c52062b34309c7a64e4013f5f6ae44c3976af933076e7e9,2023-06-26T10:15:09.895
82ce8a5088248a768c52062b34309c7a64e4013f5f6ae44c3976af933076e7e9,c967615e80bbc24cfe5cd37d1190eb532f6ff7e7a678115dcf3679de23ae8683,2023-06-26T10:17:10.093
c967615e80bbc24cfe5cd37d1190eb532f6ff7e7a678115dcf3679de23ae8683,485b386522fba7913aa375468b696f3b1c3f79bf33e66c6a35810fda672c69d0,2023-06-26T10:19:10.096
485b386522fba7913aa375468b696f3b1c3f79bf33e66c6a35810fda672c69d0,6e12473db9cf857ce7a8144a8c4e279fba652d81926eac96d119d2c6c26f00ea,2023-06-26T10:21:10.540
6e12473db9cf857ce7a8144a8c4e279fba652d81926eac96d119d2c6c26f00ea,3bb1329ffb0048b0b19318ac4807487fd35c8d05e9d0f0fd9793da4f622f75f7,2023-06-26T11:23:35.906
3bb1329ffb0048b0b19318ac4807487fd35c8d05e9d0f0fd9793da4f622f75f7,ddfb6f8c44a83e4e6649fbeedc3551cff078fc55c114baf9cf55c6c0ded27386,2023-06-26T11:27:36.640
ddfb6f8c44a83e4e6649fbeedc3551cff078fc55c114baf9cf55c6c0ded27386,c4639a6791f3ed579d87f982b6d26f07757a929457c07f4202fd4e524074f8d3,2023-06-26T11:32:58.116
c4639a6791f3ed579d87f982b6d26f07757a929457c07f4202fd4e524074f8d3,2c34dffef588b26118947e3bbccc63aaf56932a13da2f792c72321d5910a2b3e,2023-06-26T11:34:58.445
2c34dffef588b26118947e3bbccc63aaf56932a13da2f792c72321d5910a2b3e,73efde75d88c4080265017ac0dfbe2a5daf24af73a8ecbe871266fd8157a7691,2023-06-26T11:36:58.536
73efde75d88c4080265017ac0dfbe2a5daf24af73a8ecbe871266fd8157a7691,4e65fb0202740ce16cd058ab669d3a0cd1adab8c003fdaf57e89735e27a825f8,2023-06-26T11:38:58.604
4e65fb0202740ce16cd058ab669d3a0cd1adab8c003fdaf57e89735e27a825f8,20526ea288fff7068b42273ae2f6637ab20c62bdfc384e078f5811ea112d3b97,2023-06-26T11:42:59.543
20526ea288fff7068b42273ae2f6637ab20c62bdfc384e078f5811ea112d3b97,f69651b10676a6295c26f11086232979b5a491f24c58b6f8260a6fb9c2181fb4,2023-06-26T11:47:00.044
f69651b10676a6295c26f11086232979b5a491f24c58b6f8260a6fb9c2181fb4,bcdebabc524a1c33d5391d33fa76926660eaafe4f1b671c1708c5bd6a60fcf31,2023-06-26T11:49:00.016
bcdebabc524a1c33d5391d33fa76926660eaafe4f1b671c1708c5bd6a60fcf31,d3b3175d9610e6801d9229e1c269bebdc76a1fc5ffea7b44ac7e3614868b9161,2023-06-26T11:50:09.106
d3b3175d9610e6801d9229e1c269bebdc76a1fc5ffea7b44ac7e3614868b9161,6f59214c62dcbf691d6807c77a27e668b73fdfe2e782a5e6f951462e533ed6cd,2023-06-26T11:54:09.206
6f59214c62dcbf691d6807c77a27e668b73fdfe2e782a5e6f951462e533ed6cd,8e1dba3ebac05fb70924f6d8ca60af61cb167a924196088986df58f5d57f2802,2023-06-26T11:56:09.240
